event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2017-09-13,2017-09-13 14:00:00,,,Francis W Parker Sch - High School Visit,Francis W Parker Sch,330 W Webster Ave,Chicago,IL,60614-3820,US,,,,,145637_req
2017-09-13,2017-09-13 14:32:00,,,Alpharetta High School,Alpharetta High School,3595 Webb Bridge Rd,Alpharetta,GA,30005-4140,US,,,,,145637_req
2017-09-13,2017-09-13 15:30:00,,,Dan Hale Willms Prep Sch Med - College Fair,Dan Hale Willms Prep Sch Med,4934 S Wabash Ave,Chicago,IL,60615-2115,US,,,,,145637_req
2017-09-13,2017-09-13 18:00:00,,,Gwinnett North Fair,Infinite Energy Center,6400 Sugarloaf Pkwy,Duluth,GA,30097-7419,US,,,,,145637_req
2017-09-13,2017-09-13 18:00:00,,,Frisco ISD TACRAO fair,Lebanon Trail High School,5151 Ohio Dr,Frisco,TX,75035-7961,US,,,,,145637_req
2017-09-14,2017-09-14 07:45:00,,,The Hill School,Hill Sch of Fort Worth,4817 Odessa Ave,Fort Worth,TX,76133-1640,US,,,,,145637_req
2017-09-14,2017-09-14 08:30:00,,,Chamblee Charter High School Visit,Chamblee High Sch,3688 Chamblee Dunwoody Rd,Atlanta,GA,30341-2143,US,,,,,145637_req
2017-09-14,2017-09-14 08:53:00,,,Oak Park and River Forest Hs - High School Visit,Oak Park and River Forest Hs,201 N Scoville Ave,Oak Park,IL,60302-2264,US,,,,,145637_req
2017-09-14,2017-09-14 08:54:00,,,Morton High School,Morton High Sch,350 N Illinois Ave,Morton,IL,61550-2206,US,,,,,145637_req
2017-09-14,2017-09-14 09:00:00,,,Mount Zion High School Visit,Mount Zion High Sch,305 S Henderson St,Mt Zion,IL,62549-1323,US,,,,,145637_req
2017-09-14,2017-09-14 09:15:00,,,CICS Chicagoquest - High School Visit,CICS Chicagoquest,1443 N Ogden Ave,Chicago,IL,60610-1007,US,,,,,145637_req
2017-09-14,2017-09-14 09:20:00,,,Oak Lawn Comm High Sch - College Fair,Oak Lawn Comm High Sch,9400 Southwest Hwy,Oak Lawn,IL,60453-2372,US,,,,,145637_req
2017-09-14,2017-09-14 09:37:00,,,Carl Sandburg High Sch - High School Visit,Carl Sandburg High Sch,13300 S La Grange Rd,Orland Park,IL,60462-1325,US,,,,,145637_req
2017-09-14,2017-09-14 10:00:00,,,Blessed Trinity Catholic High School,Blessed Trinity Catholic Hs,11320 Woodstock Rd,Roswell,GA,30075-2548,US,,,,,145637_req
2017-09-14,2017-09-14 10:20:00,,,Richwoods High School,Richwoods High Sch,6301 N University St,Peoria,IL,61614-3453,US,,,,,145637_req
2017-09-14,2017-09-14 10:30:00,,,Parish Episcopal School,Parish Episcopal School,4101 Sigma Rd,Dallas,TX,75244-4439,US,,,,,145637_req
2017-09-14,2017-09-14 10:42:00,,,Douglas MacArthur High School Visit,Douglas MacArthur High Sch,1499 W Grand Ave,Decatur,IL,62522-1410,US,,,,,145637_req
2017-09-14,2017-09-14 11:00:00,,,Fenwick High Sch - High School Visit,Fenwick High Sch,505 Washington Blvd,Oak Park,IL,60302-4005,US,,,,,145637_req
2017-09-14,2017-09-14 11:16:00,,,St. Teresa High School Visit,St Teresa High Sch,2710 N Water St,Decatur,IL,62526-4232,US,,,,,145637_req
2017-09-14,2017-09-14 12:00:00,,,Woodward Academy Visit,Woodward Academy,1662 Rugby Ave,College Park,GA,30337-2116,US,,,,,145637_req
2017-09-14,2017-09-14 13:00:00,,,Marist High Sch - High School Visit,Marist High Sch,4200 W 115th St,Chicago,IL,60655-4306,US,,,,,145637_req
2017-09-14,2017-09-14 13:20:00,,,Pekin Community High School,Pekin Comm High Sch,1903 Court St,Pekin,IL,61554-5212,US,,,,,145637_req
2017-09-14,2017-09-14 14:02:00,,,Meridian High School Visit,Meridian High Sch,728 S Wall St,Macon,IL,62544,US,,,,,145637_req
2017-09-14,2017-09-14 15:00:00,,,Noble-Chicago Bulls Prep - High School Visit,Noble-Chicago Bulls Prep,2040 W Adams St,Chicago,IL,60612-3052,US,,,,,145637_req
2017-09-14,2017-09-14 15:15:00,,,Noble-Pritzker College Prep - High School Visit,Noble-Pritzker College Prep,4131 W Cortland St,Chicago,IL,60639-4923,US,,,,,145637_req
2017-09-14,2017-09-14 18:00:00,,,Coppell ISD TACRAO fair,Coppell Senior High Sch,185 W Parkway Blvd,Coppell,TX,75019-2229,US,,,,,145637_req
2017-09-14,2017-09-14 18:00:00,,,Macomb Area - Western Illinois University - IL Regional College Fair,Western Illinois Univ,1001 W University DR,Macomb,IL,61455-1367,US,,,,,145637_req
2017-09-15,2017-09-15 09:00:00,,,Catalyst-Maria High School - College Fair,Catalyst-Maria High School,6727 S California Ave,Chicago,IL,60629-1816,US,,,,,145637_req
2017-09-15,2017-09-15 09:00:00,,,Fort Worth Country Day TACRAO fair,Fort Worth Country Day Sch,4200 Country Day Ln,Fort Worth,TX,76109-4201,US,,,,,145637_req
2017-09-15,2017-09-15 09:35:00,,,Central A&M High School,Central A and M High Sch,229 E Pine St,Moweaqua,IL,62550-1041,US,,,,,145637_req
2017-09-15,2017-09-15 09:55:00,,,Comm HS Dist 99 South Hs - High School Visit,Comm HS Dist 99 South Hs,1436 Norfolk St,Downers Grove,IL,60516-2632,US,,,,,145637_req
2017-09-15,2017-09-15 10:00:00,,,Brother Rice High Sch - High School Visit,Brother Rice High Sch,10001 S Pulaski Rd,Chicago,IL,60655-3356,US,,,,,145637_req
2017-09-15,2017-09-15 11:23:00,,,Lutheran School Association Visit,Lutheran School Association,2001 E Mound Rd,Decatur,IL,62526-9305,US,,,,,145637_req
2017-09-15,2017-09-15 12:15:00,,,Trinity Christian Academy TACRAO fair,Trinity Christian Acad,17001 Addison Rd,Addison,TX,75001-5027,US,,,,,145637_req
2017-09-15,2017-09-15 12:15:00,,,Noble-Noble St College Prep - High School Visit,Noble-Noble St College Prep,1010 N Noble St,Chicago,IL,60642-4011,US,,,,,145637_req
2017-09-15,2017-09-15 12:36:00,,,Mother McAuley High Sch - High School Visit,Mother McAuley High Sch,3737 W 99th St,Chicago,IL,60655-3133,US,,,,,145637_req
2017-09-15,2017-09-15 12:40:00,,,Comm HS Dist 99 North Hs - High School Visit,Comm HS Dist 99 North Hs,4436 Main St,Downers Grove,IL,60515-2867,US,,,,,145637_req
2017-09-15,2017-09-15 13:30:00,,,Mount Carmel High Sch - High School Visit,Mount Carmel High Sch,6410 S Dante Ave,Chicago,IL,60637-3810,US,,,,,145637_req
2017-09-15,2017-09-15 14:27:00,,,Maroa-Forsyth High School Visit,Maroa-Forsyth High School,610 W Washington St,Maroa,IL,61756,US,,,,,145637_req
2017-09-16,2017-09-16 09:00:00,,,Noble-ITW David Speer Acad - Application Workshop/ACES Info Session,Noble-ITW David Speer Acad,5321 W Grand Ave,Chicago,IL,60639-3009,US,,,,,145637_req
2017-09-16,2017-09-16 10:00:00,,,Richardson ISD TACRAO fair,L V Berkner High Sch,1600 E Spring Valley Rd,Richardson,TX,75081-5351,US,,,,,145637_req
2017-09-16,2017-09-16 11:00:00,,,Silas Purnell College Expo 2017 @ Tuley Park Field House - College Fair,Tuley Park,501 E 90th Pl,Chicago,IL,60619-7452,US,,,,,145637_req
2017-09-17,2017-09-17 15:00:00,,,Northfield Mount Hermon College Fair,Northfield Mount Hermon Sch,1 Lamplighter Way,Mount Hermon,MA,01354-9637,US,,,,,145637_req
2017-09-18,2017-09-18 08:00:00,,,Stillman Valley High School Visit,Stillman Valley High Sch,425 S Pine St,Stillman Vly,IL,61084-8943,US,,,,,145637_req
2017-09-18,2017-09-18 09:00:00,,,Kirkwood High School Visit,Kirkwood High Sch,801 W Essex Ave,Saint Louis,MO,63122-3608,US,,,,,145637_req
2017-09-18,2017-09-18 10:00:00,,,Wilbraham and Monson School Visit,Wilbraham And Monson Acad,423 Main St,Wilbraham,MA,01095-1699,US,,,,,145637_req
2017-09-18,2017-09-18 10:06:00,,,Metea Valley High School - High School Visit,Metea Valley High School,1801 N Eola Rd,Aurora,IL,60502-7065,US,,,,,145637_req
2017-09-18,2017-09-18 10:20:00,,,Bement High School,Bement High Sch,200 S Champaign St,Bement,IL,61813-1511,US,,,,,145637_req
2017-09-18,2017-09-18 10:30:00,,,Eureka High School Visit,Eureka High Sch,4525 Highway 109,Eureka,MO,63025-1248,US,,,,,145637_req
2017-09-18,2017-09-18 10:35:00,,,Amboy High School Visit,Amboy High School,11 E Hawley St,Amboy,IL,61310-1430,US,,,,,145637_req
2017-09-18,2017-09-18 11:30:00,,,Hoopeston Area High School Visit,Hoopeston Area High Sch,615 E Orange St,Hoopeston,IL,60942-1855,US,,,,,145637_req
2017-09-18,2017-09-18 11:45:00,,,MacDuffie School Visit,MacDuffie Sch The,66 School St,Granby,MA,01033-9742,US,,,,,145637_req
2017-09-18,2017-09-18 12:00:00,,,St. Charles East High School Visit,St Charles East High Sch,1020 Dunham Rd,St Charles,IL,60174-1440,US,,,,,145637_req
2017-09-18,2017-09-18 12:36:00,,,Clayton High School Visit,Clayton High School,1 Mark Twain Cir,Saint Louis,MO,63105-1613,US,,,,,145637_req
2017-09-18,2017-09-18 12:46:00,,,Waubonsie Valley High Sch - High School Visit,Waubonsie Valley High Sch,2590 Ogden Ave,Aurora,IL,60504-5900,US,,,,,145637_req
2017-09-18,2017-09-18 13:00:00,,,Sunnyvale High School TACRAO fair,Sunnyvale High School,222 N Collins Rd,Sunnyvale,TX,75182-9519,US,,,,,145637_req
2017-09-18,2017-09-18 13:15:00,,,Deland Weldon,Deland-Weldon High Sch,304 E Il Route 10,De Land,IL,61839-7020,US,,,,,145637_req
2017-09-18,2017-09-18 13:45:00,,,Mary Institute and St. Louis Country Day School Visit,Mary Inst St Louis Cntry Day,101 N Warson Rd,Saint Louis,MO,63124-1326,US,,,,,145637_req
2017-09-18,2017-09-18 14:20:00,,,Somonauk High School Visit,Somonauk High Sch,500 W Lasalle St,Somonauk,IL,60552-9795,US,,,,,145637_req
2017-09-18,2017-09-18 14:30:00,,,Schlarman Academy Visit,Schlarman Academy,2112 N Vermilion St,Danville,IL,61832-1738,US,,,,,145637_req
2017-09-18,2017-09-18 14:30:00,,,Monticello High School,Monticello High Sch,1 Sage Dr,Monticello,IL,61856-1813,US,,,,,145637_req
2017-09-18,2017-09-18 14:34:00,,,Wheeling High Sch - High School Visit,Wheeling High Sch,900 S Elmhurst Rd,Wheeling,IL,60090-5507,US,,,,,145637_req
2017-09-18,2017-09-18 14:45:00,,,Williston Northampton Mini-Fair,Williston Northampton Sch,19 Payson Ave,Easthampton,MA,01027-2286,US,,,,,145637_req
2017-09-18,2017-09-18 18:00:00,,,HEB ISD TACRAO fair,Hurst Conference Center,1601 Campus Dr,Hurst,TX,76054-3216,US,,,,,145637_req
2017-09-18,2017-09-18 18:30:00,,,St. Louis West County Regional College Fair,Queeny Park Greeensfelder Recreation,550 Weidman Rd,Ballwin,MO,63011-4426,US,,,,,145637_req
2017-09-19,2017-09-19 08:00:00,,,Oswego Community High School Visit,Oswego Comm High Sch,4250 State Route 71,Oswego,IL,60543-8341,US,,,,,145637_req
2017-09-19,2017-09-19 08:25:00,,,Lindbergh High School Visit,Lindbergh High Sch,4900 S Lindbergh Blvd,Saint Louis,MO,63126-3235,US,,,,,145637_req
2017-09-19,2017-09-19 08:30:00,,,Byron High School Visit,Byron High Sch,696 N Colfax St,Byron,IL,61010-1439,US,,,,,145637_req
2017-09-19,2017-09-19 09:00:00,,,Rend Lake College - IL Regional College Fair,Rend Lake Coll,468 N Ken Gray Pkwy,Ina,IL,62846-2408,US,,,,,145637_req
2017-09-19,2017-09-19 09:00:00,,,Danville High School Visit,Danville High Sch,202 E Fairchild St,Danville,IL,61832-3114,US,,,,,145637_req
2017-09-19,2017-09-19 09:15:00,,,Teutopolis High School Visit,Teutopolis High Sch,801 W Main St,Teutopolis,IL,62467-1271,US,,,,,145637_req
2017-09-19,2017-09-19 09:30:00,,,Normal Community High School,Normal Comm High Sch,3900 E Raab Rd,Normal,IL,61761-9487,US,,,,,145637_req
2017-09-19,2017-09-19 09:50:00,,,W T Woodson High School Visit,W T Woodson High Sch,9525 Main St,Fairfax,VA,22031-4006,US,,,,,145637_req
2017-09-19,2017-09-19 10:00:00,,,Oswego East High School Visit,Oswego East High School,1525 Harvey Rd,Oswego,IL,60543-8290,US,,,,,145637_req
2017-09-19,2017-09-19 10:00:00,,,Dallas Lutheran School,Lutheran High Sch,8494 Stults Rd,Dallas,TX,75243-4021,US,,,,,145637_req
2017-09-19,2017-09-19 10:20:00,,,Parkway West High School Visit,Parkway West High Sch,14653 Clayton Rd,Ballwin,MO,63011-2656,US,,,,,145637_req
2017-09-19,2017-09-19 10:30:00,,,South Central High School Visit,South Central High Sch,800 W Washington St,Farina,IL,62838-1218,US,,,,,145637_req
2017-09-19,2017-09-19 10:30:00,,,Prosser Career Academy - High School Visit,Prosser Career Academy,2148 N Long Ave,Chicago,IL,60639-2914,US,,,,,145637_req
2017-09-19,2017-09-19 11:00:00,,,Oregon High School Visit,Oregon High Sch,210 S 10th St,Oregon,IL,61061-1711,US,,,,,145637_req
2017-09-19,2017-09-19 11:00:00,,,Bloomington High School,Bloomington High Sch,1202 E Locust St,Bloomington,IL,61701-3363,US,,,,,145637_req
2017-09-19,2017-09-19 11:00:00,,,James Robinson Secondary School Visit,James W Robinson Jr Sec Sch,5035 Sideburn Rd,Fairfax,VA,22032-2637,US,,,,,145637_req
2017-09-19,2017-09-19 11:09:00,,,Oakwood High School Visit,Oakwood High Sch,5870 US Route 150,Fithian,IL,61844-5195,US,,,,,145637_req
2017-09-19,2017-09-19 11:30:00,,,Mulberry Grove High School Visit,Mulberry Grove High Sch,801 W Wall St,Mulberry Grv,IL,62262-1049,US,,,,,145637_req
2017-09-19,2017-09-19 11:30:00,,,JJ Pearce High School,J J Pearce High Sch,1600 N Coit Rd,Richardson,TX,75080-2805,US,,,,,145637_req
2017-09-19,2017-09-19 11:45:00,,,Parkway Central High School Visit,Parkway Central High Sch,369 N Woods Mill Rd,Chesterfield,MO,63017-3329,US,,,,,145637_req
2017-09-19,2017-09-19 11:58:00,,,Sandoval High School,Sandoval Senior High Sch,859 W Missouri Ave,Sandoval,IL,62882-1031,US,,,,,145637_req
2017-09-19,2017-09-19 12:00:00,,,Oakton High School Visit,Oakton High Sch,2900 Sutton Rd,Vienna,VA,22181-6109,US,,,,,145637_req
2017-09-19,2017-09-19 12:00:00,,,Yorkville High School Visit,Yorkville High Sch,797 Game Farm Rd,Yorkville,IL,60560-1132,US,,,,,145637_req
2017-09-19,2017-09-19 12:00:00,,,Buckingham Browne & Nichols School Visit,Buckingham Browne Nichols Sch,80 Gerrys Landing Rd,Cambridge,MA,02138-5504,US,,,,,145637_req
2017-09-19,2017-09-19 12:30:00,,,Noble-Rowe Clark Math & Sci - High School Visit,Noble-Rowe Clark Math & Sci,3645 W Chicago Ave,Chicago,IL,60651-3934,US,,,,,145637_req
2017-09-19,2017-09-19 12:30:00,,,Urban Prep Acadamy Bronzeville - High School Visit,Urban Prep Acadamy Bronzeville,2710 S Dearborn St,Chicago,IL,60616-2684,US,,,,,145637_req
2017-09-19,2017-09-19 12:35:00,,,Tri Valley,Tri Valley High School,503 E Washington St,Downs,IL,61736-9331,US,,,,,145637_req
2017-09-19,2017-09-19 12:45:00,,,East Leyden High Sch - Colleg Fair,East Leyden High Sch,3400 Rose St,Franklin Park,IL,60131-2155,US,,,,,145637_req
2017-09-19,2017-09-19 13:00:00,,,Dixon High School Visit,Dixon High Sch,300 Lincoln Statue Dr,Dixon,IL,61021-2030,US,,,,,145637_req
2017-09-19,2017-09-19 13:14:00,,,Judah Christian High School Visit,Judah Christian High Sch,908 N Prospect Ave,Champaign,IL,61820-2817,US,,,,,145637_req
2017-09-19,2017-09-19 13:20:00,,,Marquette Senior High School Visit,Marquette High Sch,2351 Clarkson Rd,Chesterfield,MO,63017-7122,US,,,,,145637_req
2017-09-19,2017-09-19 13:30:00,,,James Madison High School Visit,James Madison High Sch,2500 James Madison Dr,Vienna,VA,22181-5536,US,,,,,145637_req
2017-09-19,2017-09-19 13:38:00,,,Blue Ridge,Blue Ridge High Sch,411 N John St,Farmer City,IL,61842-1159,US,,,,,145637_req
2017-09-19,2017-09-19 14:00:00,,,British School of Chicago - College Fair,British School of Chicago,814 W Eastman St,Chicago,IL,60642-2609,US,,,,,145637_req
2017-09-19,2017-09-19 14:20:00,,,St. Mark's School of Texas,St Mark's Sch of Texas,10600 Preston Rd,Dallas,TX,75230-4047,US,,,,,145637_req
2017-09-19,2017-09-19 14:30:00,,,Salem Community High School Visit,Salem Comm High Sch,1200 N Broadway Ave,Salem,IL,62881-4204,US,,,,,145637_req
2017-09-19,2017-09-19 15:00:00,,,Bond County Cmty High School Visit,Bond County Cmty Unit 2 Hs,1000 E State Route 140,Greenville,IL,62246-4202,US,,,,,145637_req
2017-09-19,2017-09-19 17:30:00,,,Phillips Academy Andover College Fair,Phillips Academy,180 Main St,Andover,MA,01810-4166,US,,,,,145637_req
2017-09-19,2017-09-19 18:00:00,,,Vianney’s Annual College Night,St. John Vianney High School,1311 S Kirkwood Rd,Kirkwood,MO,63122-7226,US,,,,,145637_req
2017-09-19,2017-09-19 18:00:00,,,Lycee Francais De Chicago - College Fair,Lycee Francais De Chicago,1929 W Wilson Ave,Chicago,IL,60640-5208,US,,,,,145637_req
2017-09-19,2017-09-19 18:00:00,,,Garland ISD TACRAO fair,Curtis Culwell Center,4999 Naaman Forest Blvd,Garland,TX,75040-2734,US,,,,,145637_req
2017-09-20,2017-09-20 00:00:00,,,John Hancock High Sch - College Fair - USHLI/McDonald/ACES,John Hancock High Sch,4034 W 56th St,Chicago,IL,60629-4442,US,,,,,145637_req
2017-09-20,2017-09-20 08:00:00,,,Lemont Township High Sch - High School Visit,Lemont Township High Sch,800 Porter St,Lemont,IL,60439-3777,US,,,,,145637_req
2017-09-20,2017-09-20 08:15:00,,,Minooka Community High School Visit,Minooka Comm High Sch,301 S Wabena Ave,Minooka,IL,60447-9466,US,,,,,145637_req
2017-09-20,2017-09-20 08:30:00,,,Needham High School Visit,Needham High Sch,609 Webster St,Needham,MA,02494-1111,US,,,,,145637_req
2017-09-20,2017-09-20 09:00:00,,,Bishop Dunne High School TACRAO fair,Bishop Dunne High Sch,3900 Rugged Dr,Dallas,TX,75224-4157,US,,,,,145637_req
2017-09-20,2017-09-20 09:15:00,,,Parkway South High School Visit,Parkway South High Sch,801 Hanna Rd,Manchester,MO,63021-6771,US,,,,,145637_req
2017-09-20,2017-09-20 09:30:00,,,McLean High School Visit,McLean High Sch,1633 Davidson Rd,Mc Lean,VA,22101-4305,US,,,,,145637_req
2017-09-20,2017-09-20 09:40:00,,,Dana Hall School Visit,Dana Hall Sch,45 Dana Rd,Wellesley,MA,02482-7043,US,,,,,145637_req
2017-09-20,2017-09-20 09:45:00,,,North Chicago Community High School Visit,North Chicago Comm Hs,1717 17th St,North Chicago,IL,60064-2052,US,,,,,145637_req
2017-09-20,2017-09-20 10:30:00,,,Parkway North High School Visit,Parkway North High Sch,12860 Fee Fee Rd,Saint Louis,MO,63146-4431,US,,,,,145637_req
2017-09-20,2017-09-20 10:30:00,,,Morris Community High School Visit,Morris Comm High Sch,1000 Union St,Morris,IL,60450-1234,US,,,,,145637_req
2017-09-20,2017-09-20 10:42:00,,,J E B Stuart High School Visit,J E B Stuart High Sch,3301 Peace Valley Ln,Falls Church,VA,22044-1508,US,,,,,145637_req
2017-09-20,2017-09-20 11:15:00,,,Lexington High School,Lexington High Sch,251 Waltham St,Lexington,MA,02421-4903,US,,,,,145637_req
2017-09-20,2017-09-20 11:20:00,,,Northridge Preparatory Sch - High School Visit,Northridge Preparatory Sch,8320 W Ballard Rd,Niles,IL,60714-1533,US,,,,,145637_req
2017-09-20,2017-09-20 12:00:00,,,Washington Lee High School Visit,Washington Lee High Sch,1300 N Quincy St,Arlington,VA,22201,US,,,,,145637_req
2017-09-20,2017-09-20 12:40:00,,,Chaminade College Preparatory School Visit,Chaminade College Prep Sch,425 S Lindbergh Blvd,Saint Louis,MO,63131-2729,US,,,,,145637_req
2017-09-20,2017-09-20 13:30:00,,,Harold L Richards High Sch - High School Visit,Harold L Richards High Sch,10601 Central Ave,Oak Lawn,IL,60453-5038,US,,,,,145637_req
2017-09-20,2017-09-20 13:30:00,,,Marblehead High School Visit,Marblehead Senior High Sch,2 Humphrey St,Marblehead,MA,01945-1920,US,,,,,145637_req
2017-09-20,2017-09-20 14:00:00,,,Lafayette High School Visit,Lafayette High Sch,17050 Clayton Rd,Wildwood,MO,63011-1792,US,,,,,145637_req
2017-09-20,2017-09-20 14:30:00,,,Thomas Jefferson High School for Science and Technology Visit,Thom Jefferson HS Sci and Tech,6560 Braddock Rd,Alexandria,VA,22312-2206,US,,,,,145637_req
2017-09-20,2017-09-20 14:35:00,,,Vernon Hill High School,Vernon Hills High Sch,145 Lakeview Pkwy,Vernon Hills,IL,60061-1566,US,,,,,145637_req
2017-09-20,2017-09-20 14:55:00,,,The Oakridge School,Oakridge Sch,5900 W Pioneer Pkwy,Arlington,TX,76013-2840,US,,,,,145637_req
2017-09-20,2017-09-20 18:00:00,,,Parkland College - IL Regional College Fair,Parkland Coll,2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2017-09-20,2017-09-20 18:00:00,,,Collaborative College Fair at St. Louis Community College – Meramec,St. Louis Community College,11333 Big Bend Rd,Saint Louis,MO,63122-5720,US,,,,,145637_req
2017-09-20,2017-09-20 18:30:00,,,Plainfield District 202 College Fair- IRCF- @ Plainfield North HS,Plainfield North High Sch,12005 S 248th Ave,Plainfield,IL,60585-7800,US,,,,,145637_req
2017-09-20,2017-09-20 19:00:00,,,Resurrection High Sch - College Fair,Resurrection High Sch,7500 W Talcott Ave,Chicago,IL,60631-3705,US,,,,,145637_req
2017-09-21,2017-09-21 08:10:00,,,Newton Community High School Visit,Newton Comm High Sch,201 West End Ave,Newton,IL,62448-1100,US,,,,,145637_req
2017-09-21,2017-09-21 08:15:00,,,George Mason High School Visit,George Mason High Sch,7124 Leesburg Pike,Falls Church,VA,22043-2309,US,,,,,145637_req
2017-09-21,2017-09-21 08:50:00,,,Comm High Sch 94 - High School Visit,Comm High Sch 94,326 Joliet St,West Chicago,IL,60185-3142,US,,,,,145637_req
